lat, lon, rep_date, source, sensor, ffmc, dmc, dc, ws, fwi, fuel, ros, sfc, tfc, bfc, hfi, estarea
28.94,-107,2017-05-12 01:39:00,NOAA,AVHRR,91.981,27.768,0,14.23,4.145,M1,0.000150239,0,0,0,0,32.4
28.97,-106.89,2017-05-12 01:39:00,NOAA,AVHRR,91.991,31.434,0,14.224,4.15,M1,0.000150452,0,0,0,0,32.4
28.98,-106.87,2017-05-12 01:39:00,NOAA,AVHRR,91.996,28.782,0,14.221,4.152,M1,0.000150551,0,0,0,0,32.4
28.98,-106.88,2017-05-12 01:39:00,NOAA,AVHRR,91.996,28.186,0,14.22,4.152,M1,0.000150551,0,0,0,0,32.4
28.98,-106.89,2017-05-12 01:39:00,NOAA,AVHRR,91.997,31.136,0,14.219,4.152,M1,0.000150567,0,0,0,0,32.4
30.49,-82.11,2017-05-12 02:23:00,NOAA,AVHRR,91.762,63.749,282.696,15.986,32.807,D1,0.71706,1.16263,1.16263,2.73285,250,21.44
30.73,-83.81,2017-05-12 02:23:00,NOAA,AVHRR,91.699,61.3,178.807,16.723,30.136,C1,6.64412,1.4332,1.9732,1.97411,3933,28.58
30.49,-82.14,2017-05-12 02:23:00,NOAA,AVHRR,91.753,63.779,279.187,16.024,32.752,D1,0.717511,1.16051,1.16051,2.70872,250,21.44
29.41,-81.53,2017-05-12 02:23:00,NOAA,AVHRR,91.375,72.188,390.531,16.979,35.879,C1,6.18954,1.42776,1.94526,3.43759,3612,28.58
29.41,-81.54,2017-05-12 02:23:00,NOAA,AVHRR,91.225,72.217,390.022,16.978,35.374,C1,5.80974,1.42508,1.92008,3.43441,3347,28.58
30.69,-82.29,2017-05-12 02:23:00,NOAA,AVHRR,91.606,58.821,251.306,15.902,30.779,M1,9.46687,2.02502,2.30902,2.51376,6558,32.4
30.7,-82.29,2017-05-12 02:23:00,NOAA,AVHRR,91.6,58.527,250.178,15.888,30.674,M1,9.44225,2.01935,2.30335,2.50574,6525,32.4
30.7,-82.28,2017-05-12 02:23:00,NOAA,AVHRR,91.603,58.492,250.53,15.878,30.675,M1,9.44144,2.01951,2.30351,2.50824,6525,32.4
30.73,-83.8,2017-05-12 02:23:00,NOAA,AVHRR,91.697,61.498,180.606,16.721,30.223,C1,6.63979,1.43317,1.97317,1.9882,3930,28.58
29.4,-81.53,2017-05-12 02:23:00,NOAA,AVHRR,91.226,72.178,392.231,16.977,35.401,C1,5.81305,1.4251,1.9201,3.44821,3348,28.58
29.4,-81.54,2017-05-12 02:23:00,NOAA,AVHRR,91.231,72.053,390.389,16.985,35.383,C1,5.83093,1.42519,1.92019,3.43671,3359,28.58
29.4,-81.55,2017-05-12 02:23:00,NOAA,AVHRR,91.237,72.234,390.43,16.994,35.443,D1,0.701606,1.25395,1.25395,3.43696,264,21.44
47.79,-96.25,2017-05-12 02:27:00,NOAA,AVHRR,88.892,31.145,148.455,13.876,16.006,low_veg,1.80988,0.1,0.1,1.72986,54,9.31
49.28,-96.65,2017-05-12 02:27:00,NOAA,AVHRR,87.682,36.018,116.837,14.121,14.115,O1,1.00517,0.35,0.35,0.102199,106,17.14
49.28,-96.63,2017-05-12 02:27:00,NOAA,AVHRR,87.676,35.914,116.206,14.088,14.058,low_veg,0.200422,0.1,0.1,1.45376,6,1.09
47.79,-96.23,2017-05-12 02:27:00,NOAA,AVHRR,88.877,31.121,147.833,13.82,15.929,low_veg,1.79633,0.1,0.1,1.72471,54,9.31
29.42,-81.54,2017-05-12 03:21:00,NOAA,AVHRR,91.374,72.45,389.679,16.98,35.906,C1,6.18863,1.42774,1.94524,3.43227,3612,28.58
29.41,-81.55,2017-05-12 03:25:00,NOAA,AVHRR,91.23,72.501,390.69,16.987,35.454,C1,5.83086,1.42517,1.92017,3.43859,3359,28.58
28.95,-106.99,2017-05-12 03:25:00,NOAA,AVHRR,91.986,27.422,0,14.226,4.147,O1,17.517,0,0,0,0,30.21
28.94,-107.02,2017-05-12 03:25:00,NOAA,AVHRR,91.982,33.155,0,14.229,4.145,O1,17.5067,0,0,0,0,30.21
29.408,-81.534,2017-05-12 03:42:00,USFS,MODIS,91.223,72.298,391.455,16.975,35.396,C1,5.80314,1.42504,1.92004,3.44337,3343,28.58
29.406,-81.546,2017-05-12 03:45:00,USFS,MODIS,91.231,72.2,389.815,16.986,35.4,C1,5.83266,1.42519,1.92019,3.43312,3360,28.58
49.283,-96.626,2017-05-12 03:50:00,NASA,MODIS,87.673,35.886,116.021,14.08,14.041,D1,1.26261,0.784811,0.784811,1.45211,297,17.63
50.671,-103.313,2017-05-12 03:55:00,NASA,MODIS,88.622,28.357,220.366,25.011,23.995,low_veg,3.68877,0.1,0.1,2.28988,111,0.89
52.325,-104.225,2017-05-12 03:55:00,NASA,MODIS,84.537,20.939,102.619,20.309,10.322,low_veg,1.07967,0.1,0.1,1.33092,32,0.89
51.368,-103.03,2017-05-12 03:55:00,NASA,MODIS,87.272,28.351,178.641,19.766,16.747,low_veg,2.22365,0.1,0.1,1.97281,67,0.89
50.675,-103.321,2017-05-12 03:55:00,NASA,MODIS,88.629,28.401,220.442,25.025,24.038,low_veg,3.69594,0.1,0.1,2.29044,111,0.89
51.361,-103.02,2017-05-12 03:55:00,NASA,MODIS,87.276,28.309,179.067,19.753,16.742,low_veg,1.6897,0.1,0.1,1.97615,51,0.89
51.356,-103.022,2017-05-12 03:55:00,NASA,MODIS,87.287,28.304,179.499,19.788,16.789,D1,1.77867,0.786485,0.786485,1.97953,420,32.47
28.987,-106.893,2017-05-12 05:21:00,USFS,MODIS,92.001,31.712,0,14.215,4.154,M1,0.000150633,0,0,0,0,32.4
28.947,-106.936,2017-05-12 05:21:00,USFS,MODIS,91.981,28.19,0,14.232,4.145,O1,17.5067,0,0,0,0,30.21
26.076,-107.645,2017-05-12 05:21:00,USFS,MODIS,91.831,60.323,123.313,15.373,27.837,D1,0.681032,1.00132,1.00132,1.51634,205,21.44
28.937,-107.012,2017-05-12 05:21:00,USFS,MODIS,91.98,30.719,0,14.231,4.144,M1,0.000150222,0,0,0,0,32.4
26.055,-107.661,2017-05-12 05:21:00,USFS,MODIS,91.831,50.007,94.926,15.377,25.355,D1,0.669422,0.897342,0.897342,1.25928,180,21.44
26.072,-107.674,2017-05-12 05:21:00,USFS,MODIS,91.832,63.749,132.023,15.371,28.614,D1,0.684232,1.03166,1.03166,1.59162,212,21.44
26.073,-107.664,2017-05-12 05:21:00,USFS,MODIS,91.831,60.423,123.257,15.372,27.859,M1,9.2134,1.78175,2.04175,1.51585,5643,32.4
26.065,-107.653,2017-05-12 05:25:00,USFS,MODIS,91.831,50.764,97.302,15.375,25.544,D1,0.67037,0.905677,0.905677,1.28158,182,21.44
26.074,-107.655,2017-05-12 05:25:00,USFS,MODIS,91.831,45.977,84.65,15.372,24.311,D1,0.663225,0.851074,0.851074,1.1609,169,21.44
25.508,-106.82,2017-05-12 05:25:00,USFS,MODIS,91.068,21.974,0,16.033,3.972,C2,3.69742e-07,0,0,0,0,28.58
25.795,-106.939,2017-05-12 05:25:00,USFS,MODIS,91.069,7.204,0,15.941,3.952,C2,3.67596e-07,0,0,0,0,28.58
25.983,-107.582,2017-05-12 05:25:00,USFS,MODIS,91.829,62.881,128.789,15.404,28.442,M1,9.29385,1.82802,2.09602,1.56384,5844,32.4
25.851,-106.38,2017-05-12 05:25:00,USFS,MODIS,90.786,5.571,0,16.16,3.825,C2,3.5407e-07,0,0,0,0,28.58
25.84,-106.388,2017-05-12 05:25:00,USFS,MODIS,90.785,13.959,0,16.163,3.825,C2,3.5407e-07,0,0,0,0,28.58
25.78,-107.121,2017-05-12 05:25:00,USFS,MODIS,91.178,34.321,0,15.864,4.004,M1,0.00014431,0,0,0,0,32.4
25.804,-106.941,2017-05-12 05:25:00,USFS,MODIS,91.069,12.78,0,15.938,3.952,C2,3.67554e-07,0,0,0,0,28.58
26.469,-107.728,2017-05-12 05:25:00,USFS,MODIS,91.856,35.053,62.552,15.248,21.212,M1,8.06999,1.20132,1.29732,0.936506,3141,32.4
26.591,-106.059,2017-05-12 05:25:00,USFS,MODIS,90.268,14.993,16.257,16.05,12.084,C2,5.64837,0.773294,1.05329,0.359764,1785,28.58
25.48,-106.96,2017-05-12 05:25:00,USFS,MODIS,91.068,21.378,0,16.027,3.971,C2,3.69574e-07,0,0,0,0,28.58
25.507,-106.83,2017-05-12 05:25:00,USFS,MODIS,91.068,18.068,0,16.033,3.972,C2,3.69742e-07,0,0,0,0,28.58
42.683,-111.592,2017-05-12 05:30:00,NASA,MODIS,92.555,31.366,154.796,29.636,40.343,O1,49.5465,0.35,0.35,0.124794,5202,30.21
29.405,-81.547,2017-05-12 06:56:00,USFS,VIIRS,91.232,72.212,389.919,16.988,35.407,D1,0.700533,1.25367,1.25367,3.43377,263,21.44
29.404,-81.539,2017-05-12 06:56:00,USFS,VIIRS,91.228,72.06,389.986,16.982,35.365,C1,5.82078,1.42514,1.92014,3.43419,3353,28.58
29.411,-81.538,2017-05-12 06:56:00,USFS,VIIRS,91.223,72.388,391.174,16.976,35.408,C1,5.80477,1.42504,1.92004,3.44161,3344,28.58
26.893,-101.441,2017-05-12 07:55:00,USFS,MODIS,89.86,135.764,131.899,18.573,37.18,D1,0.603898,1.37187,1.37187,1.59056,249,21.44
32.46,-97.034,2017-05-12 08:05:00,USFS,MODIS,85.994,55.548,124.555,24.841,20.812,urban,0,0,0,0,0,26.94
26.891,-101.457,2017-05-12 08:05:00,USFS,MODIS,89.833,135.659,131.469,18.558,37.059,D1,0.599989,1.37161,1.37161,1.58688,247,21.44
26.88,-101.41,2017-05-12 08:39:00,USFS,VIIRS,89.886,133.634,126.628,18.597,37.1,D1,0.607732,1.36676,1.36676,1.54517,249,21.44
30.492,-109.63,2017-05-12 08:40:00,USFS,VIIRS,95.163,120.951,0,12.769,6.035,urban,0,0,0,0,0,26.94
32.725,-114.618,2017-05-12 08:40:00,USFS,VIIRS,95.761,88.808,497.252,12.289,49.922,urban,0,0,0,0,0,26.94
25.847,-106.383,2017-05-12 08:40:00,USFS,VIIRS,90.785,5.609,0,16.161,3.825,C2,3.54028e-07,0,0,0,0,28.58
25.51,-106.822,2017-05-12 08:40:00,USFS,VIIRS,91.068,28.32,0,16.033,3.972,C2,3.69742e-07,0,0,0,0,28.58
25.503,-106.823,2017-05-12 08:40:00,USFS,VIIRS,91.068,18.4,0,16.034,3.972,C2,3.69742e-07,0,0,0,0,28.58
30.5,-109.629,2017-05-12 08:40:00,USFS,VIIRS,95.172,121.031,0,12.763,6.04,low_veg,5.69726,0,0,0,0,9.31
46.607,-100.101,2017-05-12 08:40:00,USFS,VIIRS,92.827,45.712,241.433,20.646,37.072,low_veg,6.22815,0.1,0.1,2.44323,187,9.31
51.359,-103.014,2017-05-12 08:40:00,USFS,VIIRS,87.275,28.268,179.653,19.735,16.729,low_veg,1.68757,0.1,0.1,1.98074,51,0.89
49.285,-96.635,2017-05-12 08:40:00,USFS,VIIRS,87.674,35.939,116.317,14.094,14.064,low_veg,0.02829,0.1,0.1,1.45474,1,1.09
49.283,-96.624,2017-05-12 08:40:00,USFS,VIIRS,87.672,35.878,115.968,14.077,14.035,D1,1.26196,0.784641,0.784641,1.45164,297,17.63
33,-110.77,2017-05-12 08:40:00,USFS,VIIRS,95.977,234.342,463.976,13.093,59.347,O1,33.2301,0.35,0.35,0.272068,3489,30.21
46.613,-100.099,2017-05-12 08:40:00,USFS,VIIRS,92.793,44.766,266.81,20.642,37.24,low_veg,6.19049,0.1,0.1,2.62291,186,9.31
49.281,-96.613,2017-05-12 08:40:00,USFS,VIIRS,87.671,35.825,115.653,14.059,14.007,D1,1.25954,0.78358,0.78358,1.44884,296,17.63
25.987,-107.583,2017-05-12 08:40:00,USFS,VIIRS,91.829,54.336,105.949,15.403,26.444,M1,9.04365,1.65985,1.90385,1.36144,5165,32.4
26.077,-107.646,2017-05-12 08:40:00,USFS,VIIRS,91.831,60.322,123.321,15.372,27.836,D1,0.681031,1.00131,1.00131,1.51641,205,21.44
44.466,-96.245,2017-05-12 08:40:00,USFS,VIIRS,91.054,32.905,271.073,15.985,24.139,low_veg,3.29796,0.1,0.1,2.65259,99,9.31
26.075,-107.67,2017-05-12 08:40:00,USFS,VIIRS,91.832,79.225,173.663,15.371,31.882,D1,0.695118,1.14733,1.14733,1.93362,239,21.44
26.078,-107.654,2017-05-12 08:40:00,USFS,VIIRS,91.832,68.472,145.101,15.371,29.652,D1,0.688053,1.07053,1.07053,1.70202,221,21.44
26.889,-101.454,2017-05-12 08:40:00,USFS,VIIRS,89.834,135.061,129.969,18.56,37.008,D1,0.600043,1.3702,1.3702,1.574,247,21.44
28.932,-107.009,2017-05-12 08:40:00,USFS,VIIRS,91.977,30.619,0,14.234,4.143,M1,0.000150173,0,0,0,0,32.4
28.933,-107.017,2017-05-12 08:40:00,USFS,VIIRS,91.978,30.623,0,14.233,4.144,M1,0.00015019,0,0,0,0,32.4
46.617,-100.101,2017-05-12 09:40:00,NASA,MODIS,92.789,44.74,266.399,20.639,37.209,low_veg,6.18546,0.1,0.1,2.62004,186,9.31
46.613,-100.095,2017-05-12 09:40:00,NASA,MODIS,92.787,44.736,266.759,20.638,37.207,low_veg,6.18295,0.1,0.1,2.62255,185,9.31
32.729,-114.62,2017-05-12 09:45:00,USFS,MODIS,95.763,88.758,498.334,12.288,49.934,urban,0,0,0,0,0,26.94
46.61,-100.09,2017-05-12 10:37:00,NOAA,AVHRR,92.784,44.73,267.021,20.637,37.198,low_veg,6.17918,0.1,0.1,2.62438,185,9.31
46.61,-100.08,2017-05-12 10:37:00,NOAA,AVHRR,92.77,44.622,266.906,20.626,37.104,low_veg,6.16034,0.1,0.1,2.62358,185,9.31
46.6,-100.09,2017-05-12 10:37:00,NOAA,AVHRR,92.822,45.708,241.862,20.644,37.063,low_veg,6.22229,0.1,0.1,2.44631,187,9.31
46.6,-100.1,2017-05-12 10:37:00,NOAA,AVHRR,92.837,45.775,242.208,20.654,37.151,low_veg,6.24195,0.1,0.1,2.4488,187,9.31
46.6,-100.11,2017-05-12 10:37:00,NOAA,AVHRR,92.851,45.843,242.554,20.664,37.237,low_veg,6.26076,0.1,0.1,2.45128,188,9.31
49.28,-96.62,2017-05-12 10:37:00,NOAA,AVHRR,87.674,35.874,115.942,14.071,14.034,D1,1.26194,0.784563,0.784563,1.45141,297,17.63
49.28,-96.61,2017-05-12 10:37:00,NOAA,AVHRR,87.671,35.825,115.636,14.054,14.005,D1,1.25923,0.783541,0.783541,1.44869,296,17.63
33.01,-79.89,2017-05-12 12:24:00,NOAA,AVHRR,89.227,40.096,176.08,12.446,17.695,bog,1.74637,0.1,0.1,1.95269,52,26.94
33.01,-79.88,2017-05-12 12:24:00,NOAA,AVHRR,89.196,40.214,178.42,12.457,17.706,M1,4.49257,1.60211,1.60211,1.97108,2159,32.4
29.06,-103.72,2017-05-12 14:04:00,NOAA,AVHRR,92.395,138.863,180.63,15.29,42.537,D1,0.793043,1.37971,1.37971,1.98838,328,21.44
26.06,-107.65,2017-05-12 14:04:00,NOAA,AVHRR,91.831,57.459,115.18,15.377,27.174,D1,0.67838,0.974391,0.974391,1.44463,198,21.44
25.98,-107.59,2017-05-12 14:04:00,NOAA,AVHRR,91.829,64.49,132.93,15.404,28.802,D1,0.686041,1.03793,1.03793,1.59938,214,21.44
29.06,-103.73,2017-05-12 14:04:00,NOAA,AVHRR,92.388,138.218,180.254,15.282,42.438,D1,0.791403,1.3783,1.3783,1.98544,327,21.44
26.06,-107.66,2017-05-12 14:04:00,NOAA,AVHRR,91.831,43.836,78.506,15.376,23.741,D1,0.659781,0.824984,0.824984,1.10042,163,21.44
30.702,-82.285,2017-05-12 15:43:00,USFS,MODIS,91.601,58.451,250.128,15.88,30.654,M1,9.43703,2.01829,2.30229,2.50538,6518,32.4
30.697,-82.3,2017-05-12 15:43:00,USFS,MODIS,91.599,58.651,250.165,15.902,30.705,M1,9.45005,2.02089,2.30489,2.50565,6534,32.4
49.256,-68.151,2017-05-12 15:45:00,NASA,MODIS,66.912,3.048,10.791,7.25,0.306,low_veg,0.160551,0.1,0.1,0.268938,5,9.31
48.969,-71.92,2017-05-12 15:45:00,NASA,MODIS,70.807,2.788,17.362,7.261,0.362,D1,0.0051763,0.105342,0.105342,0,0,21.44
33.011,-79.881,2017-05-12 15:46:00,USFS,MODIS,89.196,40.203,178.274,12.457,17.702,M1,4.49214,1.60159,1.60159,1.96993,2158,32.4
56.175,-68.953,2017-05-12 15:46:00,USFS,MODIS,79.576,9.392,22.791,6.565,0.884,O1b,0,0.35,0.35,0,0,30.21
30.688,-82.267,2017-05-12 15:46:00,USFS,MODIS,91.613,58.796,252.343,15.882,30.798,M1,9.46861,2.0265,2.3105,2.52112,6563,32.4
30.696,-82.28,2017-05-12 15:50:00,USFS,MODIS,91.605,58.609,250.981,15.883,30.714,M1,9.4501,2.02178,2.30578,2.51145,6537,32.4
30.69,-82.287,2017-05-12 15:50:00,USFS,MODIS,91.606,58.81,251.412,15.899,30.778,M1,9.46593,2.02507,2.30907,2.51451,6557,32.4
28.998,-106.892,2017-05-12 17:20:00,USFS,MODIS,92.007,32.308,0,14.209,4.157,O1,17.5688,0,0,0,0,30.21
29.07,-106.293,2017-05-12 17:20:00,USFS,MODIS,91.755,87.269,95.767,14.578,32.208,O1,17.1593,0.35,0.35,0.0887419,1802,30.21
38.982,-97.735,2017-05-12 17:20:00,USFS,MODIS,85.266,15.623,93.864,23.819,11.461,O1,8.86839,0.35,0.35,0.0874863,931,30.21
26.063,-107.648,2017-05-12 17:20:00,USFS,MODIS,91.831,61.619,126.437,15.376,28.136,D1,0.682407,1.01301,1.01301,1.54351,207,21.44
29.378,-100.037,2017-05-12 17:20:00,USFS,MODIS,92.232,112.418,126.475,21.465,47.307,D1,1.15527,1.30501,1.30501,1.54384,452,21.44
25.989,-107.591,2017-05-12 17:20:00,USFS,MODIS,91.829,40.379,68.452,15.401,22.802,D1,0.654121,0.780572,0.780572,0.998397,153,21.44
26.075,-107.647,2017-05-12 17:20:00,USFS,MODIS,91.831,60.329,123.277,15.373,27.838,D1,0.681037,1.00137,1.00137,1.51602,205,21.44
25.238,-107.606,2017-05-12 17:20:00,USFS,MODIS,91.829,113.936,249.706,15.582,38.028,D1,0.719172,1.31299,1.31299,2.50238,283,21.44
25.502,-106.813,2017-05-12 17:20:00,USFS,MODIS,91.068,17.362,0,16.036,3.973,C2,3.69784e-07,0,0,0,0,28.58
25.44,-106.875,2017-05-12 17:20:00,USFS,MODIS,91.068,27.911,0,16.046,3.975,C2,3.70037e-07,0,0,0,0,28.58
25.677,-106.84,2017-05-12 17:20:00,USFS,MODIS,91.068,19.949,0,15.985,3.961,C2,3.68564e-07,0,0,0,0,28.58
26.348,-106.714,2017-05-12 17:20:00,USFS,MODIS,90.538,10.127,0,15.698,3.578,C2,3.28295e-07,0,0,0,0,28.58
26.119,-107.019,2017-05-12 17:20:00,USFS,MODIS,90.602,17.473,0,15.616,3.599,C2,3.30418e-07,0,0,0,0,28.58
26.284,-106.762,2017-05-12 17:20:00,USFS,MODIS,90.528,20.083,0,15.714,3.575,C2,3.28004e-07,0,0,0,0,28.58
26.345,-106.705,2017-05-12 17:20:00,USFS,MODIS,90.537,0,0,15.701,3.578,C2,3.28295e-07,0,0,0,0,28.58
26.347,-106.721,2017-05-12 17:20:00,USFS,MODIS,90.537,10.152,0,15.698,3.577,C2,3.28212e-07,0,0,0,0,28.58
30.609,-94.414,2017-05-12 17:20:00,USFS,MODIS,79.925,27.027,121.892,23.37,8.31,C1,0.0770462,0.16505,0.16505,1.50391,4,28.58
26.567,-106.035,2017-05-12 17:20:00,USFS,MODIS,90.264,10.051,2.908,16.063,9.814,C2,3.1361,0.50725,0.50725,0.106006,477,28.58
27.353,-98.272,2017-05-12 17:20:00,USFS,MODIS,93.558,97.47,198.525,22.021,51.05,low_veg,7.62408,0.1,0.1,2.12632,229,9.31
25.345,-98.994,2017-05-12 17:20:00,USFS,MODIS,87.988,148.152,375.378,17.833,31.352,low_veg,2.00693,0.1,0.1,3.34235,60,9.31
45.152,-95.075,2017-05-12 17:20:00,USFS,MODIS,91.249,33.259,151.479,12.561,20.069,low_veg,2.68918,0.1,0.1,1.75481,81,9.31
25.047,-106.414,2017-05-12 17:20:00,USFS,MODIS,90.775,33.415,0,16.372,3.865,M1,0.000138532,0,0,0,0,32.4
26.778,-107.329,2017-05-12 17:20:00,USFS,MODIS,91.432,0,0,15.069,3.986,M1,0.000143574,0,0,0,0,32.4
26.769,-107.336,2017-05-12 17:20:00,USFS,MODIS,91.43,0,0,15.071,3.985,M1,0.000143541,0,0,0,0,32.4
26.767,-107.321,2017-05-12 17:20:00,USFS,MODIS,91.43,0,0,15.073,3.986,M1,0.000143574,0,0,0,0,32.4
25.985,-107.585,2017-05-12 17:20:00,USFS,MODIS,91.829,62.883,128.802,15.403,28.441,M1,9.29293,1.82806,2.09606,1.56395,5844,32.4
28.985,-100.725,2017-05-12 17:20:00,USFS,MODIS,92.432,136.29,140.288,20.209,49.612,D1,1.11259,1.37324,1.37324,1.66174,458,21.44
38.972,-95.065,2017-05-12 17:20:00,USFS,MODIS,81.54,18.495,62.149,21.757,6.759,low_veg,0.718114,0.1,0.1,0.932218,22,9.31
39.673,-94.17,2017-05-12 17:20:00,USFS,MODIS,83.31,18.594,70.843,19.427,7.667,low_veg,0.843486,0.1,0.1,1.02303,25,9.31
