lat, lon, rep_date, source, sensor, ffmc, dmc, dc, ws, fwi, fuel, ros, sfc, tfc, bfc, hfi, estarea
53.84,-83.48,2017-07-23 01:53:00,NOAA,AVHRR,81.03,14.908,243.181,8.613,3.693,C1,0.0056351,0.222354,0.222354,0,0,46.35
29.54,-91.93,2017-07-23 02:33:00,NOAA,AVHRR,51.001,2.706,44.537,15.683,0.17,low_veg,0.000645976,0.1,0.1,0,0,9.31
29.85,-93.99,2017-07-23 02:33:00,NOAA,AVHRR,44.013,5.627,129.228,21.984,0.13,non_fuel,0,0,0,0,0,26.94
29.86,-93.99,2017-07-23 02:33:00,NOAA,AVHRR,43.758,5.695,130.078,21.979,0.125,non_fuel,0,0,0,0,0,26.94
32.76,-98.63,2017-07-23 02:33:00,NOAA,AVHRR,93.394,121.62,978.047,9.882,41.885,low_veg,0.136119,0.1,0.1,6.59682,4,9.31
47.24,-107.89,2017-07-23 02:37:00,NOAA,AVHRR,95.43,172.865,769.858,12.221,54.969,O1,1.15074,0.35,0.35,0.389778,121,30.21
47.35,-107.63,2017-07-23 02:37:00,NOAA,AVHRR,95.397,157.318,734.184,12.168,54.321,O1,1.14046,0.35,0.35,0.376866,120,30.21
47.4,-107.72,2017-07-23 02:37:00,NOAA,AVHRR,95.381,161.877,753.621,12.308,54.644,O1,1.14746,0.35,0.35,0.383923,120,30.21
46.98,-107.69,2017-07-23 02:37:00,NOAA,AVHRR,95.452,164.815,703.264,11.723,53.904,O1,1.11938,0.35,0.35,0.365527,118,30.21
53.56,-97.14,2017-07-23 02:37:00,NOAA,AVHRR,92.815,59.931,308.494,12.79,32.362,C2,18.3043,3.0229,3.8069,2.90766,20905,42.81
53.57,-97.15,2017-07-23 02:37:00,NOAA,AVHRR,92.806,60.04,309.073,12.803,32.379,C2,18.2983,3.02627,3.81027,2.91154,20916,42.81
47.08,-107.92,2017-07-23 02:37:00,NOAA,AVHRR,95.45,187.956,805.792,12.035,55.016,O1,1.14122,0.35,0.35,0.402609,120,30.21
47.4,-107.67,2017-07-23 02:37:00,NOAA,AVHRR,95.391,159.511,748.204,12.269,54.555,O1,1.14653,0.35,0.35,0.381962,120,30.21
53.58,-97.11,2017-07-23 02:37:00,NOAA,AVHRR,92.792,59.967,310.059,12.808,32.346,C3,8.4335,2.50433,3.12533,2.91813,7907,42.81
47.09,-107.93,2017-07-23 02:37:00,NOAA,AVHRR,95.446,184.064,795.985,12.059,54.976,O1,1.14215,0.35,0.35,0.399124,120,30.21
47.34,-107.82,2017-07-23 02:37:00,NOAA,AVHRR,95.407,162.799,744.924,12.294,54.737,O1,1.1515,0.35,0.35,0.380772,121,30.21
47.39,-107.71,2017-07-23 02:37:00,NOAA,AVHRR,95.381,164.548,763.871,12.287,54.689,O1,1.14594,0.35,0.35,0.387623,120,30.21
54.7,-84.77,2017-07-23 02:37:00,NOAA,AVHRR,83.979,9.88,216.69,10.539,4.707,C1,0.0353792,0.697935,0.697935,2.26269,7,46.35
