lat, lon, rep_date, source, sensor, fwi, fuel, ros, sfc, tfc, bfc, hfi, estarea
48.52,-113.91,2017-09-04 02:47:00,NOAA,AVHRR,37.457,C3,5.27848,4.53178,5.02628,4.51518,7959,28.58
50.27,-115.26,2017-09-04 02:47:00,NOAA,AVHRR,31.542,C3,3.02916,4.29815,4.32115,4.74525,3927,11.67
49.21,-114.92,2017-09-04 02:47:00,NOAA,AVHRR,39.765,C3,6.44147,4.59924,5.25474,4.72883,10154,11.67
50.23,-115.29,2017-09-04 02:47:00,NOAA,AVHRR,31.014,C2,12.1853,3.8525,4.5965,4.28396,16803,11.67
54.79,-102.69,2017-09-04 02:47:00,NOAA,AVHRR,15.599,C3,0,2.96146,2.96146,0,0,42.33
54.79,-102.73,2017-09-04 02:47:00,NOAA,AVHRR,15.821,C2,4.01734,3.37255,3.78855,3.79926,4566,42.33
54.76,-102.65,2017-09-04 02:47:00,NOAA,AVHRR,15.423,D1,0.131542,1.22614,1.22614,3.73053,48,32.47
37.22,-119.46,2017-09-04 02:50:00,NOAA,AVHRR,57.093,C1,17.0026,1.46952,2.19702,7.98317,11206,28.58
45.38,-115.07,2017-09-04 02:50:00,NOAA,AVHRR,40.053,C3,7.00818,4.41624,5.11774,4.83256,10760,28.58
48.09,-120.39,2017-09-04 02:50:00,NOAA,AVHRR,51.996,C3,15.6311,4.91766,6.01016,5.90867,28184,28.58
47.3,-113.41,2017-09-04 02:50:00,NOAA,AVHRR,36.775,C3,6.53872,3.83619,4.43419,3.62203,8698,28.58
49,-120.29,2017-09-04 02:50:00,NOAA,AVHRR,48.552,C3,12.3555,4.94184,5.96534,6.1681,22111,28.58
47.34,-120.96,2017-09-04 02:50:00,NOAA,AVHRR,45.968,C3,10.285,4.84094,5.79544,5.55497,17882,28.58
47.31,-113.31,2017-09-04 02:50:00,NOAA,AVHRR,39.221,C3,6.56696,4.38459,5.04009,4.21447,9929,28.58
47.14,-113.16,2017-09-04 02:50:00,NOAA,AVHRR,40.969,C3,6.8726,4.77862,5.49162,5.17654,11323,28.58
48.94,-115.29,2017-09-04 02:50:00,NOAA,AVHRR,46.549,C3,10.6954,4.88446,5.85046,5.57666,18772,28.58
47.74,-115.38,2017-09-04 02:50:00,NOAA,AVHRR,39.661,C3,7.06396,4.29543,4.99693,4.46661,10589,28.58
48.94,-115.32,2017-09-04 02:50:00,NOAA,AVHRR,46.674,C3,10.8203,4.8637,5.8412,5.45054,18961,28.58
48.93,-115.42,2017-09-04 02:50:00,NOAA,AVHRR,47.185,C3,11.247,4.86018,5.84917,5.48638,19736,28.58
44.03,-122.2,2017-09-04 02:50:00,NOAA,AVHRR,45.234,C3,9.71138,4.84304,5.76304,6.36395,16790,28.58
44.06,-121.87,2017-09-04 02:50:00,NOAA,AVHRR,48.517,C3,12.5692,4.76766,5.80266,5.80003,21880,28.58
42.95,-122.52,2017-09-04 02:50:00,NOAA,AVHRR,36.299,C3,6.73651,3.67578,4.28528,5.16893,8660,28.58
42.88,-122.55,2017-09-04 02:50:00,NOAA,AVHRR,40.577,C3,6.97176,4.58027,5.29327,5.74169,11071,28.58
42.78,-122.25,2017-09-04 02:50:00,NOAA,AVHRR,28.124,C3,7.45184,1.89846,2.08246,4.81185,4655,28.58
47.09,-113.74,2017-09-04 02:50:00,NOAA,AVHRR,39.722,C3,7.63908,4.11092,4.85842,4.31343,11134,28.58
47.95,-113.02,2017-09-04 02:50:00,NOAA,AVHRR,35.199,C3,4.64621,4.25157,4.61957,3.12542,6439,28.58
48.93,-120.37,2017-09-04 02:50:00,NOAA,AVHRR,48.4,C3,12.2349,4.90886,5.93236,6.09368,21774,28.58
44.16,-121.88,2017-09-04 02:50:00,NOAA,AVHRR,48.504,C3,12.4724,4.80754,5.84254,5.93938,21861,28.58
47.14,-113.06,2017-09-04 02:50:00,NOAA,AVHRR,39.28,C3,6.6025,4.38468,5.04018,4.19973,9983,28.58
41.48,-123.4,2017-09-04 02:50:00,NOAA,AVHRR,5.366,C3,0.00395494,0.000346642,0.000346642,0,0,28.58
45.97,-113.47,2017-09-04 02:50:00,NOAA,AVHRR,21.921,C3,5.9659,1.0187,1.0187,3.35611,1823,28.58
41.38,-123.21,2017-09-04 02:50:00,NOAA,AVHRR,23.695,C3,7.22185,1.09656,1.09656,4.85758,2376,28.58
41.43,-123.01,2017-09-04 02:50:00,NOAA,AVHRR,5.805,C3,0.00477619,0.00034845,0.00034845,0,0,28.58
47.74,-115.35,2017-09-04 02:50:00,NOAA,AVHRR,41.422,C3,7.21327,4.73854,5.48604,5.33558,11872,28.58
42.24,-123.86,2017-09-04 02:50:00,NOAA,AVHRR,30.469,C3,8.49005,2.13295,2.63895,4.3279,6721,28.58
47.3,-121.07,2017-09-04 02:50:00,NOAA,AVHRR,44.486,C3,9.21489,4.79947,5.69647,5.35952,15748,28.58
41.89,-123.12,2017-09-04 02:50:00,NOAA,AVHRR,40.945,C3,8.88834,4.0055,4.845,5.26822,12919,28.58
37.41,-119.61,2017-09-04 02:50:00,NOAA,AVHRR,56.949,C3,21.2445,4.99196,6.13046,7.57028,39072,28.58
43.06,-122.48,2017-09-04 02:50:00,NOAA,AVHRR,34.764,C3,6.73355,3.37195,3.93545,5.05855,7950,28.58
41.51,-123.39,2017-09-04 02:50:00,NOAA,AVHRR,4.206,C3,5.35155e-06,0,0,0,0,28.58
41.94,-123.2,2017-09-04 02:50:00,NOAA,AVHRR,4.254,C3,5.48053e-06,0,0,0,0,28.58
41.95,-123.2,2017-09-04 02:50:00,NOAA,AVHRR,4.247,C3,5.46068e-06,0,0,0,0,28.58
41.97,-123.3,2017-09-04 02:50:00,NOAA,AVHRR,4.249,C3,5.46799e-06,0,0,0,0,28.58
41.67,-123.68,2017-09-04 02:50:00,NOAA,AVHRR,4.239,C3,5.44086e-06,0,0,0,0,28.58
41.67,-123.69,2017-09-04 02:50:00,NOAA,AVHRR,4.239,C3,5.44086e-06,0,0,0,0,28.58
41.7,-123.56,2017-09-04 02:50:00,NOAA,AVHRR,4.272,C3,5.52871e-06,0,0,0,0,28.58
41.68,-123.72,2017-09-04 02:50:00,NOAA,AVHRR,4.255,C3,5.48262e-06,0,0,0,0,28.58
41.69,-123.73,2017-09-04 02:50:00,NOAA,AVHRR,4.27,C3,5.52451e-06,0,0,0,0,28.58
41.75,-123.74,2017-09-04 02:50:00,NOAA,AVHRR,4.354,C3,5.75738e-06,0,0,0,0,28.58
41.79,-123.66,2017-09-04 02:50:00,NOAA,AVHRR,4.368,C3,5.79588e-06,0,0,0,0,28.58
41.79,-123.67,2017-09-04 02:50:00,NOAA,AVHRR,4.372,C3,5.80767e-06,0,0,0,0,28.58
41.38,-123.23,2017-09-04 02:50:00,NOAA,AVHRR,4.304,C3,5.61716e-06,0,0,0,0,28.58
42.02,-123.2,2017-09-04 02:50:00,NOAA,AVHRR,31.995,C3,7.86129,2.56271,3.12621,4.77468,7373,28.58
42.11,-124.13,2017-09-04 02:50:00,NOAA,AVHRR,30.938,C3,11.2016,1.73687,2.41537,4.08413,8117,28.58
42.12,-124.14,2017-09-04 02:50:00,NOAA,AVHRR,41.724,C3,12.5189,3.39136,4.39186,4.45753,16494,28.58
43.21,-122.56,2017-09-04 02:50:00,NOAA,AVHRR,39.443,C3,6.54975,4.45124,5.10674,5.58098,10034,28.58
45.99,-113.65,2017-09-04 02:50:00,NOAA,AVHRR,30.682,C3,7.01948,2.51015,2.92415,3.84573,6158,28.58
47.29,-113.31,2017-09-04 02:50:00,NOAA,AVHRR,39.408,C3,6.62103,4.41029,5.07729,4.27007,10085,28.58
42.9,-123.52,2017-09-04 02:50:00,NOAA,AVHRR,34.665,C3,3.95264,4.53635,4.80085,5.28505,5693,28.58
41.42,-123.45,2017-09-04 02:50:00,NOAA,AVHRR,35.651,C3,7.73219,3.27658,3.95508,4.88785,9174,28.58
42.85,-123.52,2017-09-04 02:50:00,NOAA,AVHRR,34.09,C3,4.14539,4.24074,4.50524,5.0464,5603,28.58
42.91,-122.51,2017-09-04 02:50:00,NOAA,AVHRR,40.409,C3,7.08775,4.47802,5.19102,5.63589,11038,28.58
47.13,-113.25,2017-09-04 02:50:00,NOAA,AVHRR,40.671,C3,6.95684,4.61744,5.33044,4.75122,11125,28.58
47.28,-113.37,2017-09-04 02:50:00,NOAA,AVHRR,37.932,C3,6.62258,4.05672,4.68922,3.85847,9316,28.58
47.32,-121.09,2017-09-04 02:50:00,NOAA,AVHRR,44.325,C3,9.10397,4.79487,5.68037,5.34154,15514,28.58
44.27,-121.78,2017-09-04 02:50:00,NOAA,AVHRR,49.383,C3,13.2836,4.80069,5.84719,5.88701,23302,28.58
47.17,-113.26,2017-09-04 02:50:00,NOAA,AVHRR,39.248,C3,6.77699,4.30529,4.98379,4.17539,10133,28.58
41.43,-123.46,2017-09-04 02:50:00,NOAA,AVHRR,32.565,C3,7.54712,2.74188,3.30538,4.75148,7484,28.58
47.3,-120.91,2017-09-04 02:50:00,NOAA,AVHRR,46.421,C3,10.6206,4.85953,5.82553,5.63686,18561,28.58
41.91,-123.14,2017-09-04 02:50:00,NOAA,AVHRR,36.638,C3,8.52646,3.27125,4.03025,4.97832,10309,28.58
49,-120.51,2017-09-04 02:50:00,NOAA,AVHRR,47.829,C3,11.7273,4.94536,5.95736,6.17424,20959,28.58
47.19,-113.26,2017-09-04 02:50:00,NOAA,AVHRR,39.848,C3,6.78427,4.45709,5.14709,4.39305,10476,28.58
47.19,-113.2,2017-09-04 02:50:00,NOAA,AVHRR,40.56,C3,6.76989,4.68292,5.38442,4.84836,10936,28.58
47.28,-113.24,2017-09-04 02:50:00,NOAA,AVHRR,35.686,C3,6.32488,3.68022,4.23222,3.41916,8030,28.58
37.42,-119.58,2017-09-04 02:50:00,NOAA,AVHRR,57.595,C3,22.0028,4.98938,6.12788,7.42867,40449,28.58
47.27,-113.18,2017-09-04 02:50:00,NOAA,AVHRR,40.064,C3,6.72726,4.54494,5.23494,4.37331,10565,28.58
47.5,-120.99,2017-09-04 02:50:00,NOAA,AVHRR,45.27,C3,9.95611,4.7217,5.6532,5.33485,16885,28.58
45.25,-115.19,2017-09-04 02:50:00,NOAA,AVHRR,39.914,C3,6.96405,4.39824,5.09974,4.75369,10654,28.58
44.01,-122.51,2017-09-04 02:50:00,NOAA,AVHRR,42.01,C3,7.54481,4.76825,5.53875,6.03803,12537,28.58
44.16,-121.87,2017-09-04 02:50:00,NOAA,AVHRR,48.616,C3,12.569,4.80928,5.84428,5.95021,22037,28.58
42.19,-123.84,2017-09-04 02:50:00,NOAA,AVHRR,21.549,C3,7.16435,0.740475,0.740475,4.14425,1592,28.58
42.37,-123.95,2017-09-04 02:50:00,NOAA,AVHRR,26.664,C3,7.18951,1.66757,1.66757,4.17767,3597,28.58
42.77,-122.18,2017-09-04 02:50:00,NOAA,AVHRR,19.298,C3,6.03138,0.564795,0.564795,4.61631,1022,28.58
42.36,-123.99,2017-09-04 02:50:00,NOAA,AVHRR,32.341,C3,7.97988,2.60112,3.18762,4.33019,7631,28.58
43.22,-122.56,2017-09-04 02:50:00,NOAA,AVHRR,34.612,C3,6.26057,3.48282,4.00032,5.11288,7513,28.58
44.41,-115.55,2017-09-04 02:50:00,NOAA,AVHRR,41.624,C3,7.59114,4.60525,5.37575,5.02566,12242,28.58
45.94,-113.58,2017-09-04 02:50:00,NOAA,AVHRR,27.619,C3,6.73992,1.96396,2.03296,3.64316,4111,28.58
48.94,-120.25,2017-09-04 02:50:00,NOAA,AVHRR,48.948,C3,12.7088,4.94081,5.97581,6.11851,22784,28.58
45.95,-113.52,2017-09-04 02:50:00,NOAA,AVHRR,26.95,C3,6.68861,1.84079,1.84079,3.60443,3694,28.58
45.94,-113.52,2017-09-04 02:50:00,NOAA,AVHRR,19.713,C3,5.51982,0.718292,0.718292,3.27998,1189,28.58
42.34,-123.95,2017-09-04 02:50:00,NOAA,AVHRR,10.782,C3,2.03615,0.0490756,0.0490756,3.89201,30,28.58
41.49,-123.36,2017-09-04 02:50:00,NOAA,AVHRR,18.384,C3,5.61492,0.493221,0.493221,4.3561,831,28.58
42.19,-123.91,2017-09-04 02:50:00,NOAA,AVHRR,22.88,C3,7.76242,0.864481,0.864481,4.08745,2013,28.58
42.18,-123.87,2017-09-04 02:50:00,NOAA,AVHRR,23.962,C3,7.91213,1.02373,1.02373,4.16676,2430,28.58
42.29,-124.23,2017-09-04 02:50:00,NOAA,AVHRR,25.443,C3,8.36353,1.20903,1.20903,3.95053,3034,28.58
42.29,-124.24,2017-09-04 02:50:00,NOAA,AVHRR,25.016,C3,8.2822,1.14676,1.14676,3.93601,2849,28.58
45.97,-113.41,2017-09-04 02:50:00,NOAA,AVHRR,23.128,C3,6.16981,1.2018,1.2018,3.48308,2224,28.58
40.84,-122.99,2017-09-04 02:50:00,NOAA,AVHRR,11.597,C3,2.37936,0.0374668,0.0374668,4.77538,27,28.58
45.87,-113.57,2017-09-04 02:50:00,NOAA,AVHRR,26.449,C3,6.61524,1.75702,1.75702,3.59759,3487,28.58
47.89,-112.98,2017-09-04 02:50:00,NOAA,AVHRR,36.391,C3,4.91153,4.42926,4.86626,3.40538,7170,28.58
47.15,-113.26,2017-09-04 02:50:00,NOAA,AVHRR,39.574,C3,6.83872,4.36213,5.04063,4.27222,10341,28.58
47.25,-113.43,2017-09-04 02:50:00,NOAA,AVHRR,40.742,C3,6.95675,4.64068,5.35368,4.80323,11173,28.58
47.33,-113.28,2017-09-04 02:50:00,NOAA,AVHRR,39.98,C3,6.73919,4.51451,5.19301,4.32616,10499,28.58
44.24,-121.78,2017-09-04 02:50:00,NOAA,AVHRR,49.336,C3,13.3122,4.76888,5.81538,5.72674,23225,28.58
44.14,-122.1,2017-09-04 02:50:00,NOAA,AVHRR,46.334,C3,10.5715,4.84433,5.81033,6.17084,18427,28.58
42.77,-122.24,2017-09-04 02:50:00,NOAA,AVHRR,22.129,C3,6.55774,0.939945,0.939945,4.66725,1849,28.58
41.76,-123.54,2017-09-04 02:50:00,NOAA,AVHRR,20.36,C3,6.41312,0.668928,0.668928,4.29014,1287,28.58
42.33,-124.21,2017-09-04 02:50:00,NOAA,AVHRR,38.273,C3,9.23945,3.41174,4.23974,4.4259,11752,28.58
41.43,-123.44,2017-09-04 02:50:00,NOAA,AVHRR,20.547,C3,5.96532,0.776096,0.776096,4.38709,1389,28.58
41.49,-123.38,2017-09-04 02:50:00,NOAA,AVHRR,13.923,C3,3.811,0.165665,0.165665,4.28006,189,28.58
44.01,-122.5,2017-09-04 02:50:00,NOAA,AVHRR,42.227,C3,7.62794,4.80941,5.59141,6.14721,12795,28.58
40.85,-122.99,2017-09-04 02:50:00,NOAA,AVHRR,11.19,C3,2.06745,0.031245,0.031245,4.77242,19,28.58
42.54,-122.16,2017-09-04 02:50:00,NOAA,AVHRR,23.104,C3,7.21972,0.991876,0.991876,4.77363,2148,28.58
44.14,-121.86,2017-09-04 02:50:00,NOAA,AVHRR,48.272,C3,12.5811,4.67852,5.71352,5.45971,21565,28.58
43.98,-122.51,2017-09-04 02:50:00,NOAA,AVHRR,42.207,C3,7.56096,4.85464,5.63664,6.28876,12786,28.58
47.14,-113.26,2017-09-04 02:50:00,NOAA,AVHRR,40.144,C3,6.90417,4.48542,5.18692,4.48033,10743,28.58
47.33,-120.92,2017-09-04 02:50:00,NOAA,AVHRR,46.25,C3,10.5342,4.82437,5.79037,5.53035,18299,28.58
44.17,-121.87,2017-09-04 02:50:00,NOAA,AVHRR,48.556,C3,12.5468,4.79383,5.82883,5.86143,21940,28.58
48.84,-120.44,2017-09-04 02:50:00,NOAA,AVHRR,48.245,C3,12.1092,4.89701,5.92051,5.73899,21508,28.58
47.19,-113.23,2017-09-04 02:50:00,NOAA,AVHRR,39.805,C3,6.73902,4.46538,5.14388,4.3899,10399,28.58
43.01,-122.45,2017-09-04 02:50:00,NOAA,AVHRR,29.058,C3,6.52002,2.31208,2.55358,4.84062,4995,28.58
42.86,-123.51,2017-09-04 02:50:00,NOAA,AVHRR,34.041,C3,4.11045,4.24822,4.51272,5.05139,5565,28.58
48.73,-114.11,2017-09-04 02:50:00,NOAA,AVHRR,36.618,C3,4.67903,4.65471,5.06871,4.84468,7115,28.58
44.17,-121.86,2017-09-04 02:50:00,NOAA,AVHRR,48.538,C3,12.6119,4.75745,5.79245,5.67623,21916,28.58
45.27,-115.09,2017-09-04 02:50:00,NOAA,AVHRR,37.778,C3,6.87309,3.93847,4.59397,4.30279,9472,28.58
44.08,-121.92,2017-09-04 02:50:00,NOAA,AVHRR,48.197,C3,12.1544,4.833,5.8565,6.13995,21355,28.58
47.08,-113.71,2017-09-04 02:50:00,NOAA,AVHRR,37.273,C3,7.47243,3.65602,4.34602,3.90586,9743,28.58
45.9,-113.52,2017-09-04 02:50:00,NOAA,AVHRR,31.76,C3,7.10489,2.69589,3.17889,3.91252,6776,28.58
42.87,-123.52,2017-09-04 02:50:00,NOAA,AVHRR,34.367,C3,4.06829,4.36414,4.62864,5.13056,5649,28.58
46.96,-121.31,2017-09-04 02:50:00,NOAA,AVHRR,42.265,C3,7.73451,4.75387,5.54737,5.26885,12872,28.58
43.33,-122.57,2017-09-04 02:50:00,NOAA,AVHRR,38.078,C3,6.40164,4.17105,4.79205,5.39077,9203,28.58
41.76,-123.55,2017-09-04 02:50:00,NOAA,AVHRR,35.466,C3,8.59905,3.04035,3.77635,4.73632,9742,28.58
45.61,-121.86,2017-09-04 02:50:00,NOAA,AVHRR,41.722,C3,7.20031,4.92716,5.67466,6.11011,12258,28.58
46.07,-114.95,2017-09-04 02:50:00,NOAA,AVHRR,31.171,C3,6.64563,2.69954,3.11354,4.11795,6207,28.58
47.89,-113.04,2017-09-04 02:50:00,NOAA,AVHRR,34.204,C3,4.87406,3.90281,4.25931,2.66423,6228,28.58
47.35,-121.07,2017-09-04 02:50:00,NOAA,AVHRR,44.401,C3,9.20127,4.77061,5.66761,5.31168,15645,28.58
48.97,-115.29,2017-09-04 02:50:00,NOAA,AVHRR,46.688,C3,10.7966,4.89672,5.87422,5.6312,19026,28.58
48.97,-115.32,2017-09-04 02:50:00,NOAA,AVHRR,46.792,C3,10.9072,4.87193,5.84943,5.47723,19140,28.58
47.14,-113.03,2017-09-04 02:50:00,NOAA,AVHRR,40.11,C3,6.62891,4.60908,5.28758,4.60741,10515,28.58
48.72,-114.08,2017-09-04 02:50:00,NOAA,AVHRR,36.705,C3,4.66198,4.70243,5.11643,4.94991,7156,28.58
48.54,-115.64,2017-09-04 02:50:00,NOAA,AVHRR,48.272,C3,12.4537,4.72556,5.74906,5.22554,21479,28.58
48.53,-115.64,2017-09-04 02:50:00,NOAA,AVHRR,48.262,C3,12.4395,4.72759,5.75109,5.23441,21462,28.58
44.17,-121.85,2017-09-04 02:50:00,NOAA,AVHRR,48.649,C3,12.707,4.75963,5.79463,5.68728,22090,28.58
47.5,-120.96,2017-09-04 02:50:00,NOAA,AVHRR,45.743,C3,10.1839,4.79364,5.73664,5.5609,17526,28.58
47.51,-120.92,2017-09-04 02:50:00,NOAA,AVHRR,45.444,C3,10.1084,4.71448,5.65748,5.48397,17156,28.58
44.15,-121.89,2017-09-04 02:50:00,NOAA,AVHRR,48.291,C3,12.361,4.7709,5.7944,5.81743,21487,28.58
48.53,-115.61,2017-09-04 02:50:00,NOAA,AVHRR,48.499,C3,12.4077,4.84043,5.86393,5.64812,21827,28.58
