lat, lon, rep_date, source, sensor, fwi, fuel, ros, sfc, tfc, bfc, hfi, estarea, area, heat, area fraction, flaming fraction, smoldering fraction, residual fraction
35.920, -119.87, 2017-03-01 02:11:00, NOAA, AVHRR, 75.8 7.7 135.2 13.4 4.6, low_, 1.623690, 0.100000, 0.100000, 1.618830, 49, 0.00,0.00;0.00;0.00;-9.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00, 0.00e+000;0.00e+000;0.00e+000;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000,-999., -999., -999., -999.
35.920, -119.88, 2017-03-01 02:11:00, NOAA, AVHRR, 75.8 7.7 134.2 13.4 4.6, low_, 1.623690, 0.100000, 0.100000, 1.609860, 49, 0.00,0.00;0.00;0.00;-9.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00, 0.00e+000;0.00e+000;0.00e+000;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000,-999., -999., -999., -999.
35.920, -119.86, 2017-03-01 02:11:00, NOAA, AVHRR, 75.8 7.8 136.1 13.4 4.6, low_, 1.623690, 0.100000, 0.100000, 1.626300, 49, 0.00,0.00;0.00;0.00;-9.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00, 0.00e+000;0.00e+000;0.00e+000;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000,-999., -999., -999., -999.
35.910, -119.87, 2017-03-01 02:11:00, NOAA, AVHRR, 75.7 7.7 134.7 13.4 4.6, low_, 1.623090, 0.100000, 0.100000, 1.614120, 49, 0.00,0.00;0.00;0.00;-9.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00, 0.00e+000;0.00e+000;0.00e+000;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000,-999., -999., -999., -999.
35.910, -119.88, 2017-03-01 02:11:00, NOAA, AVHRR, 75.7 7.7 133.4 13.4 4.6, low_, 1.623090, 0.100000, 0.100000, 1.603670, 49, 0.00,0.00;0.00;0.00;-9.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00, 0.00e+000;0.00e+000;0.00e+000;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000,-999., -999., -999., -999.
35.900, -119.88, 2017-03-01 02:11:00, NOAA, AVHRR, 75.7 7.6 132.4 13.4 4.5, low_, 1.621890, 0.100000, 0.100000, 1.594460, 49, 0.00,0.00;0.00;0.00;-9.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00, 0.00e+000;0.00e+000;0.00e+000;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000,-999., -999., -999., -999.
31.352, -96.17, 2017-03-01 04:37:00, USFS, MODIS, 77.3 18.7 94.0 25.5 13.6, low_, 4.759190, 0.100000, 0.100000, 1.250870, 143, 0.00,0.00;0.00;0.00;0.00;0.00;-9.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00, 0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000,-999., -999., -999., -999.
35.900, -119.88, 2017-03-01 04:56:00, NOAA, AVHRR, 74.6 7.6 132.4 13.4 4.5, low_, 1.621890, 0.100000, 0.100000, 1.594460, 49, 0.00,0.00;0.00;0.00;0.00;0.00;-9.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00, 0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000,-999., -999., -999., -999.
35.910, -119.87, 2017-03-01 04:56:00, NOAA, AVHRR, 74.7 7.7 134.7 13.4 4.6, low_, 1.623090, 0.100000, 0.100000, 1.614120, 49, 0.00,0.00;0.00;0.00;0.00;0.00;-9.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00, 0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000,-999., -999., -999., -999.
35.920, -119.87, 2017-03-01 04:56:00, NOAA, AVHRR, 74.7 7.7 135.2 13.4 4.6, low_, 1.623690, 0.100000, 0.100000, 1.618830, 49, 0.00,0.00;0.00;0.00;0.00;0.00;-9.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00, 0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;-9.99e+002;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000;0.00e+000,-999., -999., -999., -999.
