lat, lon, rep_date, source, sensor, ffmc, dmc, dc, ws, fwi, fuel, ros, sfc, tfc, bfc, hfi, estarea
51.69,-122.9,2017-08-08 04:45:00,NOAA,AVHRR,93.163,138.526,754.709,7.236000000000001,37.760999999999996,D1,0.527937,1.45357,1.45357,5.48785,230,9.94
52.62,-123.37,2017-08-08 04:45:00,NOAA,AVHRR,93.65299999999999,118.23100000000001,643.645,7.4879999999999995,38.637,D1,0.5895520000000001,1.42269,1.42269,4.9013800000000005,252,9.94
50.9,-121.52,2017-08-08 04:45:00,NOAA,AVHRR,94.115,258.718,811.284,8.135,43.678999999999995,C2,20.0114,4.81758,5.60958,5.77686,33677,11.67
51.58,-122.78,2017-08-08 04:45:00,NOAA,AVHRR,93.31200000000001,133.821,727.2589999999999,7.422000000000001,38.298,C3,5.85884,4.46284,5.03784,5.3453800000000005,8855,11.67
51.14,-121.15,2017-08-08 04:45:00,NOAA,AVHRR,94.329,224.65200000000002,757.5219999999999,8.229,44.483999999999995,D1,0.7168399999999999,1.48665,1.48665,5.50237,320,9.94
50.98,-115.93,2017-08-08 04:45:00,NOAA,AVHRR,85.709,124.161,446.26599999999996,7.11,16.935,D1,0.106583,1.39717,1.39717,3.77912,45,9.94
52.91,-124.3,2017-08-08 04:45:00,NOAA,AVHRR,93.215,112.655,561.239,6.897,35.705999999999996,C3,5.23209,4.0938099999999995,4.54231,4.44707,7130,11.67
50.99,-115.95,2017-08-08 04:45:00,NOAA,AVHRR,85.917,124.073,446.211,7.1129999999999995,17.303,D1,0.111448,1.39704,1.39704,3.7787900000000003,47,9.94
53.04,-124.45,2017-08-08 04:45:00,NOAA,AVHRR,93.23100000000001,109.83,547.914,6.8389999999999995,35.441,C3,5.21173,4.04051,4.47751,4.37185,7001,11.67
52.69,-124.21,2017-08-08 04:45:00,NOAA,AVHRR,93.04799999999999,113.021,596.51,6.779,35.235,C3,4.8852,4.139869999999999,4.530869999999999,4.64374,6640,11.67
48.87,-120.43,2017-08-08 04:45:00,NOAA,AVHRR,93.976,219.15099999999998,685.493,7.568,42.088,C3,7.5549,4.7962,5.5782,5.12556,12643,28.58
48.88,-120.41,2017-08-08 04:45:00,NOAA,AVHRR,93.991,218.953,751.785,7.558,42.216,C3,7.599260000000001,4.82616,5.60816,5.47275,12785,28.58
48.86,-120.45,2017-08-08 04:45:00,NOAA,AVHRR,93.794,218.238,779.572,7.56,41.51,C3,7.136889999999999,4.83542,5.58292,5.61561,11953,28.58
50.9,-121.51,2017-08-08 04:45:00,NOAA,AVHRR,94.119,260.959,812.0239999999999,8.136000000000001,43.701,C2,20.0332,4.8207,5.6127,5.7806,33732,11.67
52.91,-124.04,2017-08-08 04:45:00,NOAA,AVHRR,93.35600000000001,114.369,578.54,7.132000000000001,36.653,C3,5.65437,4.13581,4.65331,4.54397,7893,11.67
52.64,-123.32,2017-08-08 04:45:00,NOAA,AVHRR,93.712,113.73299999999999,624.447,7.553,38.592,C3,6.70033,4.178,4.8335,4.79712,9716,11.67
52.65,-123.33,2017-08-08 04:45:00,NOAA,AVHRR,93.705,114.29,625.189,7.5520000000000005,38.601,C3,6.68628,4.18545,4.84095,4.80117,9710,11.67
50.99,-115.93,2017-08-08 04:45:00,NOAA,AVHRR,85.57799999999999,123.685,444.39,7.102,16.676,D1,0.10352599999999999,1.39606,1.39606,3.7678300000000005,43,9.94
48.87,-120.44,2017-08-08 04:45:00,NOAA,AVHRR,93.815,219.06,727.547,7.558,41.531000000000006,C3,7.17283,4.81618,5.563680000000001,5.3468800000000005,11972,28.58
52.43,-123.55,2017-08-08 04:45:00,NOAA,AVHRR,93.205,121.884,683.943,7.066,36.905,C3,5.37918,4.32249,4.8169900000000005,5.11733,7773,11.67
53.03,-124.48,2017-08-08 04:45:00,NOAA,AVHRR,93.204,110.124,548.08,6.8,35.326,C3,5.14076,4.04459,4.47009,4.37279,6894,11.67
52.9,-124.29,2017-08-08 04:54:00,NOAA,AVHRR,93.212,113.244,564.837,6.899,35.754,D1,0.5166310000000001,1.40515,1.40515,4.46729,218,9.94
52.67,-124.2,2017-08-08 04:54:00,NOAA,AVHRR,93.035,118.749,613.565,6.767,35.555,D1,0.494886,1.41982,1.41982,4.73762,211,9.94
52.89,-123.82,2017-08-08 04:54:00,NOAA,AVHRR,93.459,114.462,589.336,7.307,37.278,C3,5.97967,4.149369999999999,4.71287,4.604019999999999,8454,11.67
52.63,-124.16,2017-08-08 04:54:00,NOAA,AVHRR,93.021,120.62200000000001,624.7130000000001,6.749,35.626,D1,0.493158,1.42362,1.42362,4.79858,211,9.94
52.94,-124.03,2017-08-08 04:54:00,NOAA,AVHRR,93.382,113.564,574.558,7.162999999999999,36.711,D1,0.544863,1.40711,1.40711,4.52175,230,9.94
61.28,-111.91,2017-08-08 04:54:00,NOAA,AVHRR,87.824,52.287,499.17199999999997,10.338,18.287,C1,0.347823,1.32365,1.32365,4.09201,138,26.62
51.67,-122.76,2017-08-08 05:27:00,NOAA,AVHRR,93.361,139.31799999999998,748.317,7.457000000000001,38.733000000000004,C2,16.2223,4.4385,5.2145,5.45481,25377,11.67
51.17,-121.08,2017-08-08 05:27:00,NOAA,AVHRR,94.34,212.514,737.1619999999999,8.214,44.415,C2,20.7094,4.7080400000000004,5.50004,5.39696,34171,11.67
52.46,-123.49,2017-08-08 05:27:00,NOAA,AVHRR,93.32,119.29899999999999,669.5039999999999,7.167000000000001,37.247,C3,5.64858,4.28335,4.81235,5.04039,8155,11.67
52.66,-123.27,2017-08-08 05:27:00,NOAA,AVHRR,93.71700000000001,104.18799999999999,594.539,7.606,37.891999999999996,D1,0.599775,1.39419,1.39419,4.63284,251,9.94
52.6,-121.14,2017-08-08 05:27:00,NOAA,AVHRR,94.81299999999999,138.088,454.327,7.871,43.056000000000004,D1,0.75685,1.41511,1.41511,3.82746,321,9.94
52.47,-123.85,2017-08-08 05:27:00,NOAA,AVHRR,93.073,119.598,660.929,6.847,36.013000000000005,D1,0.502091,1.42635,1.42635,4.99447,215,9.94
52.67,-123.37,2017-08-08 05:27:00,NOAA,AVHRR,93.676,113.84899999999999,621.062,7.5329999999999995,38.43,C3,6.60505,4.17598,4.81998,4.77865,9551,11.67
52.61,-123.35,2017-08-08 05:27:00,NOAA,AVHRR,93.669,118.40899999999999,645.528,7.497000000000001,38.722,C3,6.5852699999999995,4.252330000000001,4.89633,4.91155,9673,11.67
52.53,-123.5,2017-08-08 05:27:00,NOAA,AVHRR,93.441,121.79799999999999,666.18,7.252000000000001,37.87,C3,5.94813,4.30679,4.8817900000000005,5.02261,8711,11.67
50.98,-121.1,2017-08-08 05:27:00,NOAA,AVHRR,94.292,202.826,735.314,8.135,44.043,C3,8.91583,4.78426,5.65826,5.38735,15134,11.67
